sample_id,tier,split,overlap_level,overlap_ratio,con_source,pro_source,mixed_path,spk1_path,spk2_path,reference_path,mixed_duration_sec,sample_rate,reference_status,silver_reference_path,placeholder_reference_path,overlap_level_numeric
SyntheticNoOverlap_test_01,SyntheticNoOverlap,test,SyntheticNoOverlap,0.0,con_011.wav,pro_006.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_01_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_01_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_01_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_01_silver_reference.json,6.0825,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_01_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_01.json,0
SyntheticNoOverlap_test_02,SyntheticNoOverlap,test,SyntheticNoOverlap,0.0,con_001.wav,pro_008.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_02_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_02_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_02_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_02_silver_reference.json,6.7863,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_02_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_02.json,0
SyntheticNoOverlap_test_03,SyntheticNoOverlap,test,SyntheticNoOverlap,0.0,con_002.wav,pro_010.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_03_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_03_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_03_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_03_silver_reference.json,6.3806,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_03_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_03.json,0
SyntheticNoOverlap_test_04,SyntheticNoOverlap,test,SyntheticNoOverlap,0.0,con_003.wav,pro_012.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_04_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_04_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_04_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_04_silver_reference.json,4.439,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_04_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_04.json,0
SyntheticNoOverlap_test_05,SyntheticNoOverlap,test,SyntheticNoOverlap,0.0,con_004.wav,pro_014.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_05_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_05_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_05_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_05_silver_reference.json,4.1187,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_05_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_05.json,0
SyntheticNoOverlap_test_06,SyntheticNoOverlap,test,SyntheticNoOverlap,0.0,con_005.wav,pro_001.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_06_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_06_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_06_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_06_silver_reference.json,5.7611,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_06_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_06.json,0
SyntheticNoOverlap_test_07,SyntheticNoOverlap,test,SyntheticNoOverlap,0.0,con_006.wav,pro_003.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_07_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_07_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_07_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_07_silver_reference.json,5.2701,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_07_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_07.json,0
SyntheticNoOverlap_test_08,SyntheticNoOverlap,test,SyntheticNoOverlap,0.0,con_007.wav,pro_005.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_08_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_08_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_08_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_08_silver_reference.json,4.4379,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_08_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_08.json,0
SyntheticNoOverlap_test_09,SyntheticNoOverlap,test,SyntheticNoOverlap,0.0,con_008.wav,pro_007.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_09_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_09_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_09_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_09_silver_reference.json,4.8002,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_09_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_09.json,0
SyntheticNoOverlap_test_10,SyntheticNoOverlap,test,SyntheticNoOverlap,0.0,con_009.wav,pro_009.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_10_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_10_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticNoOverlap/SyntheticNoOverlap_test_10_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_10_silver_reference.json,5.248,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_10_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticNoOverlap_test_10.json,0
SyntheticLightOverlap_dev_01,SyntheticLightOverlap,dev,SyntheticLightOverlap,0.1,con_001.wav,pro_001.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_01_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_01_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_01_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_01_silver_reference.json,6.5575,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_01_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_01.json,1
SyntheticLightOverlap_dev_02,SyntheticLightOverlap,dev,SyntheticLightOverlap,0.1053,con_002.wav,pro_003.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_02_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_02_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_02_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_02_silver_reference.json,5.2296,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_02_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_02.json,1
SyntheticLightOverlap_dev_03,SyntheticLightOverlap,dev,SyntheticLightOverlap,0.1105,con_003.wav,pro_005.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_03_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_03_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_03_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_03_silver_reference.json,4.0117,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_03_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_03.json,1
SyntheticLightOverlap_dev_04,SyntheticLightOverlap,dev,SyntheticLightOverlap,0.1158,con_004.wav,pro_007.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_04_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_04_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_04_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_04_silver_reference.json,4.2576,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_04_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_04.json,1
SyntheticLightOverlap_dev_05,SyntheticLightOverlap,dev,SyntheticLightOverlap,0.1211,con_005.wav,pro_009.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_05_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_05_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_05_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_05_silver_reference.json,5.1552,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_05_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_05.json,1
SyntheticLightOverlap_dev_06,SyntheticLightOverlap,dev,SyntheticLightOverlap,0.1263,con_006.wav,pro_011.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_06_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_06_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_06_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_06_silver_reference.json,4.8881,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_06_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_06.json,1
SyntheticLightOverlap_dev_07,SyntheticLightOverlap,dev,SyntheticLightOverlap,0.1316,con_007.wav,pro_013.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_07_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_07_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_07_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_07_silver_reference.json,3.4192,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_07_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_07.json,1
SyntheticLightOverlap_dev_08,SyntheticLightOverlap,dev,SyntheticLightOverlap,0.1368,con_008.wav,pro_015.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_08_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_08_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_08_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_08_silver_reference.json,2.6898,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_08_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_08.json,1
SyntheticLightOverlap_dev_09,SyntheticLightOverlap,dev,SyntheticLightOverlap,0.1421,con_009.wav,pro_002.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_09_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_09_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_09_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_09_silver_reference.json,2.5006,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_09_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_09.json,1
SyntheticLightOverlap_dev_10,SyntheticLightOverlap,dev,SyntheticLightOverlap,0.1474,con_010.wav,pro_004.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_10_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_10_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_dev_10_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_10_silver_reference.json,6.5115,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_10_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_dev_10.json,1
SyntheticLightOverlap_test_01,SyntheticLightOverlap,test,SyntheticLightOverlap,0.1526,con_011.wav,pro_006.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_01_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_01_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_01_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_01_silver_reference.json,5.3564,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_01_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_01.json,1
SyntheticLightOverlap_test_02,SyntheticLightOverlap,test,SyntheticLightOverlap,0.1579,con_001.wav,pro_008.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_02_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_02_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_02_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_02_silver_reference.json,5.9473,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_02_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_02.json,1
SyntheticLightOverlap_test_03,SyntheticLightOverlap,test,SyntheticLightOverlap,0.1632,con_002.wav,pro_010.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_03_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_03_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_03_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_03_silver_reference.json,5.4512,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_03_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_03.json,1
SyntheticLightOverlap_test_04,SyntheticLightOverlap,test,SyntheticLightOverlap,0.1684,con_003.wav,pro_012.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_04_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_04_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_04_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_04_silver_reference.json,3.6458,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_04_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_04.json,1
SyntheticLightOverlap_test_05,SyntheticLightOverlap,test,SyntheticLightOverlap,0.1737,con_004.wav,pro_014.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_05_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_05_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_05_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_05_silver_reference.json,3.3241,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_05_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_05.json,1
SyntheticLightOverlap_test_06,SyntheticLightOverlap,test,SyntheticLightOverlap,0.1789,con_005.wav,pro_001.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_06_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_06_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_06_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_06_silver_reference.json,4.8601,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_06_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_06.json,1
SyntheticLightOverlap_test_07,SyntheticLightOverlap,test,SyntheticLightOverlap,0.1842,con_006.wav,pro_003.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_07_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_07_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_07_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_07_silver_reference.json,4.3367,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_07_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_07.json,1
SyntheticLightOverlap_test_08,SyntheticLightOverlap,test,SyntheticLightOverlap,0.1895,con_007.wav,pro_005.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_08_mixed.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_08_spk1.wav,resources/synthetic_overlap_v2/audio/SyntheticLightOverlap/SyntheticLightOverlap_test_08_spk2.wav,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_08_silver_reference.json,3.5851,16000,silver_reference,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_08_silver_reference.json,resources/synthetic_overlap_v2/references/SyntheticLightOverlap_test_08.json,1
