bootstrap_id,threshold,n_in_bag,n_oob,n_oob_flagged_mixed,n_oob_separated,oob_cpwer
5026,0.95,77,26,7,19,1.314103
5027,0.95,77,32,11,21,1.09375
5028,0.38,77,29,13,16,1.0
5029,0.38,77,34,18,16,1.029412
5030,0.87,77,32,13,19,1.088542
5031,0.38,77,20,8,12,1.05
5032,0.95,77,32,11,21,1.229167
5033,0.33,77,31,16,15,1.026882
5034,0.87,77,25,9,16,1.16
5035,0.87,77,27,16,11,1.080247
5036,0.38,77,29,13,16,1.034483
5037,0.38,77,23,10,13,1.123188
5038,0.33,77,27,14,13,1.018519
5039,0.87,77,29,11,18,1.086207
5040,0.38,77,26,13,13,1.057692
5041,0.01,77,31,16,15,1.123656
5042,0.87,77,28,10,18,1.047619
5043,0.38,77,24,13,11,1.013889
5044,0.38,77,27,14,13,1.018519
5045,0.38,77,28,15,13,1.029762
5046,0.87,77,28,13,15,1.107143
5047,0.38,77,31,19,12,1.032258
5048,0.38,77,28,18,10,1.0
5049,0.38,77,30,16,14,1.027778
5050,0.38,77,25,12,13,1.073333
5051,0.38,77,28,19,9,1.0
5052,0.87,77,31,15,16,1.11828
5053,0.01,77,30,19,11,1.116667
5054,0.87,77,28,10,18,1.184524
5055,0.38,77,26,11,15,1.012821
5056,0.01,77,26,17,9,1.166667
5057,0.87,77,29,12,17,1.235632
5058,0.38,77,27,11,16,1.074074
5059,0.87,77,25,10,15,1.073333
5060,0.38,77,30,14,16,1.05
5061,0.38,77,24,10,14,1.020833
5062,0.38,77,27,15,12,1.067901
5063,0.87,77,24,7,17,1.097222
5064,0.38,77,29,12,17,1.086207
5065,0.38,77,28,14,14,1.053571
5066,0.38,77,29,12,17,1.045977
5067,0.38,77,27,15,12,1.074074
5068,0.38,77,30,12,18,1.083333
5069,0.95,77,26,7,19,1.230769
5070,0.84,77,30,10,20,1.144444
5071,0.01,77,29,19,10,1.137931
5072,0.87,77,28,10,18,1.10119
5073,0.38,77,28,18,10,1.0
5074,0.38,77,30,14,16,1.061111
5075,0.38,77,29,9,20,1.068966
5076,0.38,77,30,14,16,1.016667
5077,0.84,77,30,11,19,1.044444
5078,0.01,77,31,19,12,1.123656
5079,0.38,77,28,18,10,1.053571
5080,0.38,77,27,15,12,1.018519
5081,0.38,77,28,18,10,1.011905
5082,0.38,77,26,13,13,1.089744
5083,0.38,77,26,12,14,1.0
5084,0.38,77,32,16,16,1.03125
5085,0.38,77,30,15,15,1.033333
5086,0.38,77,29,17,12,1.063218
5087,0.38,77,31,15,16,1.032258
5088,0.38,77,31,15,16,1.032258
5089,0.01,77,30,17,13,1.1
5090,0.38,77,29,13,16,1.034483
5091,0.38,77,25,11,14,1.033333
5092,0.95,77,32,12,20,1.197917
5093,0.38,77,26,12,14,1.032051
5094,0.38,77,26,11,15,1.076923
5095,0.38,77,27,11,16,1.037037
5096,0.87,77,32,10,22,1.130208
5097,0.38,77,24,12,12,1.097222
5098,0.38,77,30,12,18,1.1
5099,0.38,77,30,18,12,1.05
5100,0.38,77,26,14,12,1.070513
5101,0.01,77,26,16,10,1.134615
5102,0.38,77,31,15,16,1.026882
5103,0.38,77,27,15,12,1.012346
5104,0.38,77,30,13,17,1.066667
5105,0.95,77,26,9,17,1.230769
5106,0.38,77,26,11,15,1.012821
5107,0.38,77,24,14,10,1.020833
5108,0.01,77,31,20,11,1.123656
5109,0.38,77,27,16,11,1.012346
5110,0.01,77,30,19,11,1.127778
5111,0.38,77,29,13,16,1.017241
5112,0.38,77,25,13,12,1.013333
5113,0.95,77,24,10,14,1.138889
5114,0.38,77,28,13,15,1.071429
5115,0.87,77,30,8,22,1.105556
5116,0.01,77,27,22,5,1.141975
5117,0.95,77,28,14,14,1.184524
5118,0.95,77,32,10,22,1.166667
5119,0.38,77,29,14,15,1.034483
5120,0.38,77,25,14,11,1.02
5121,0.38,77,25,13,12,1.06
5122,0.38,77,30,18,12,1.0
5123,0.38,77,30,14,16,1.016667
5124,0.38,77,30,13,17,1.027778
5125,0.38,77,30,16,14,1.0
5126,0.38,77,29,12,17,1.034483
5127,0.01,77,28,17,11,1.107143
5128,0.38,77,30,18,12,1.044444
5129,0.87,77,23,11,12,1.07971
5130,0.38,77,29,14,15,1.0
5131,0.01,77,31,17,14,1.016129
5132,0.87,77,32,10,22,1.046875
5133,0.38,77,28,15,13,1.053571
5134,0.84,77,31,11,20,1.096774
5135,0.38,77,31,15,16,1.048387
5136,0.87,77,27,12,15,1.160494
5137,0.33,77,27,16,11,1.055556
5138,0.87,77,25,10,15,1.093333
5139,0.33,77,30,16,14,1.094444
5140,0.87,77,25,8,17,1.186667
5141,0.38,77,28,14,14,1.071429
5142,0.38,77,27,12,15,1.049383
5143,0.38,77,24,13,11,1.083333
5144,0.33,77,33,17,16,1.075758
5145,0.38,77,28,11,17,1.083333
5146,0.95,77,30,12,18,1.177778
5147,0.87,77,27,9,18,1.123457
5148,0.38,77,27,15,12,1.012346
5149,0.87,77,29,9,20,1.051724
5150,0.01,77,34,22,12,1.098039
5151,0.38,77,29,12,17,1.045977
5152,0.38,77,32,16,16,1.072917
5153,0.33,77,26,11,15,1.019231
5154,0.95,77,26,10,16,1.166667
5155,0.01,77,30,19,11,1.1
5156,0.38,77,30,12,18,1.044444
5157,0.38,77,29,16,13,1.045977
5158,0.95,77,25,8,17,1.08
5159,0.87,77,32,14,18,1.130208
5160,0.38,77,32,16,16,1.057292
5161,0.95,77,31,8,23,1.155914
5162,0.87,77,28,12,16,1.047619
5163,0.38,77,26,16,10,1.070513
5164,0.95,77,28,13,15,1.14881
5165,0.38,77,26,12,14,1.012821
5166,0.33,77,27,13,14,1.074074
5167,0.01,77,31,18,13,1.010753
5168,0.87,77,27,8,19,1.04321
5169,0.38,77,33,15,18,1.030303
5170,0.38,77,25,11,14,1.073333
5171,0.38,77,27,13,14,1.092593
5172,0.38,77,29,15,14,1.045977
5173,0.01,77,28,20,8,1.047619
5174,0.38,77,30,16,14,1.083333
5175,0.38,77,27,15,12,1.055556
5176,0.84,77,26,12,14,1.224359
5177,0.38,77,37,20,17,1.040541
5178,0.38,77,33,17,16,1.030303
5179,0.33,77,26,13,13,1.019231
5180,0.38,77,33,19,14,1.045455
5181,0.38,77,28,16,12,1.071429
5182,0.38,77,30,15,15,1.111111
5183,0.38,77,27,15,12,1.012346
5184,0.87,77,25,11,14,1.133333
5185,0.38,77,29,11,18,1.034483
5186,0.38,77,29,16,13,1.051724
5187,0.38,77,32,12,20,1.072917
5188,0.38,77,25,13,12,1.02
5189,0.38,77,31,13,18,1.016129
5190,0.33,77,32,21,11,1.0625
5191,0.01,77,29,21,8,1.011494
5192,0.01,77,32,19,13,1.109375
5193,0.38,77,26,13,13,1.032051
5194,0.38,77,30,14,16,1.044444
5195,0.38,77,29,13,16,1.045977
5196,0.38,77,29,14,15,1.017241
5197,0.87,77,27,8,19,1.0
5198,0.38,77,30,16,14,1.0
5199,0.38,77,29,15,14,1.011494
5200,0.87,77,27,8,19,1.098765
5201,0.38,77,32,13,19,1.057292
5202,0.38,77,25,9,16,1.0
5203,0.87,77,25,8,17,1.146667
5204,0.38,77,22,8,14,1.037879
5205,0.95,77,27,10,17,1.12963
5206,0.38,77,25,13,12,1.0
5207,0.38,77,23,14,9,1.021739
5208,0.01,77,30,16,14,1.0
5209,0.38,77,25,10,15,1.02
5210,0.38,77,26,12,14,1.070513
5211,0.38,77,23,9,14,1.021739
5212,0.38,77,30,14,16,1.044444
5213,0.38,77,31,16,15,1.05914
5214,0.87,77,29,8,21,1.12069
5215,0.01,77,32,22,10,1.026042
5216,0.38,77,29,16,13,1.017241
5217,0.87,77,28,10,18,1.10119
5218,0.38,77,27,11,16,1.092593
5219,0.87,77,32,11,21,1.166667
5220,0.87,77,27,9,18,1.148148
5221,0.38,77,28,14,14,1.089286
5222,0.38,77,25,14,11,1.04
5223,0.33,77,28,15,13,1.071429
5224,0.38,77,23,15,8,1.065217
5225,0.01,77,25,17,8,1.153333
5226,0.38,77,32,19,13,1.057292
5227,0.87,77,28,9,19,1.071429
5228,0.95,77,28,9,19,1.119048
5229,0.87,77,26,7,19,1.134615
5230,0.87,77,28,11,17,1.113095
5231,0.01,77,28,17,11,1.017857
5232,0.38,77,25,14,11,1.04
5233,0.38,77,27,15,12,1.055556
5234,0.38,77,25,13,12,1.08
5235,0.95,77,31,9,22,1.263441
5236,0.95,77,29,11,18,1.178161
5237,0.38,77,27,12,15,1.067901
5238,0.33,77,32,14,18,1.03125
5239,0.33,77,31,19,12,1.064516
5240,0.38,77,29,14,15,1.0
5241,0.01,77,27,17,10,1.12963
5242,0.95,77,30,7,23,1.177778
5243,0.33,77,28,14,14,1.053571
5244,0.38,77,33,14,19,1.045455
5245,0.38,77,29,19,10,1.0
5246,0.38,77,30,17,13,1.033333
5247,0.01,77,30,20,10,1.0
5248,0.38,77,25,12,13,1.02
5249,0.38,77,30,17,13,1.033333
5250,0.38,77,30,16,14,1.111111
5251,0.38,77,27,15,12,1.0
5252,0.38,77,34,15,19,1.029412
5253,0.38,77,25,17,8,1.02
5254,0.01,77,28,16,12,1.0
5255,0.38,77,25,14,11,1.0
5256,0.38,77,26,14,12,1.038462
5257,0.38,77,26,11,15,1.038462
5258,0.38,77,27,15,12,1.037037
5259,0.87,77,27,10,17,1.104938
5260,0.38,77,25,13,12,1.013333
5261,0.01,77,29,16,13,1.114943
5262,0.38,77,29,16,13,1.045977
5263,0.38,77,23,12,11,1.065217
5264,0.38,77,26,18,8,1.0
5265,0.38,77,30,16,14,1.077778
5266,0.01,77,25,14,11,1.013333
5267,0.38,77,28,11,17,1.053571
5268,0.38,77,27,13,14,1.104938
5269,0.38,77,25,10,15,1.04
5270,0.87,77,30,12,18,1.166667
5271,0.38,77,29,13,16,1.063218
5272,0.38,77,27,14,13,1.049383
5273,0.87,77,26,7,19,1.24359
5274,0.87,77,28,13,15,1.089286
5275,0.33,77,29,17,12,1.034483
5276,0.95,77,30,11,19,1.1
5277,0.33,77,27,14,13,1.012346
5278,0.38,77,34,17,17,1.053922
5279,0.38,77,28,16,12,1.029762
5280,0.33,77,28,17,11,1.0
5281,0.33,77,28,13,15,1.017857
5282,0.01,77,31,17,14,1.112903
5283,0.87,77,31,12,19,1.112903
5284,0.95,77,32,11,21,1.234375
5285,0.01,77,28,19,9,1.136905
5286,0.38,77,31,12,19,1.064516
5287,0.01,77,29,18,11,1.12069
5288,0.87,77,30,10,20,1.05
5289,0.38,77,24,10,14,1.083333
5290,0.38,77,29,17,12,1.0
5291,0.38,77,29,14,15,1.017241
5292,0.38,77,27,14,13,1.037037
5293,0.01,77,30,20,10,1.127778
5294,0.84,77,28,13,15,1.089286
5295,0.84,77,30,14,16,1.194444
5296,0.38,77,26,17,9,1.0
5297,0.38,77,31,16,15,1.010753
5298,0.38,77,31,13,18,1.064516
5299,0.38,77,27,18,9,1.074074
5300,0.01,77,34,18,16,1.102941
5301,0.38,77,22,13,9,1.022727
5302,0.38,77,27,12,15,1.067901
5303,0.38,77,26,11,15,1.038462
5304,0.38,77,27,17,10,1.08642
5305,0.38,77,30,15,15,1.05
5306,0.38,77,24,13,11,1.0625
5307,0.38,77,30,14,16,1.033333
5308,0.38,77,28,15,13,1.053571
5309,0.01,77,27,15,12,1.111111
5310,0.95,77,31,13,18,1.123656
5311,0.87,77,28,9,19,1.202381
5312,0.38,77,30,13,17,1.033333
5313,0.01,77,33,20,13,1.040404
5314,0.38,77,32,16,16,1.010417
5315,0.38,77,28,16,12,1.029762
5316,0.38,77,32,17,15,1.03125
5317,0.87,77,26,7,19,1.141026
5318,0.33,77,28,13,15,1.083333
5319,0.87,77,30,11,19,1.044444
5320,0.38,77,29,18,11,1.017241
5321,0.38,77,29,13,16,1.045977
5322,0.38,77,28,13,15,1.017857
5323,0.38,77,29,13,16,1.017241
5324,0.95,77,22,9,13,1.204545
5325,0.38,77,26,16,10,1.070513
5326,0.38,77,25,11,14,1.04
5327,0.01,77,28,14,14,1.107143
5328,0.38,77,27,16,11,1.018519
5329,0.38,77,31,17,14,1.107527
5330,0.84,77,28,11,17,1.166667
5331,0.87,77,26,7,19,1.051282
5332,0.38,77,29,17,12,1.034483
5333,0.87,77,28,8,20,1.184524
5334,0.38,77,27,15,12,1.074074
5335,0.38,77,27,16,11,1.037037
5336,0.38,77,23,12,11,1.0
5337,0.38,77,27,14,13,1.055556
5338,0.87,77,27,9,18,1.135802
5339,0.38,77,26,11,15,1.0
5340,0.38,77,27,16,11,1.030864
5341,0.38,77,25,14,11,1.0
5342,0.87,77,30,13,17,1.011111
5343,0.95,77,30,10,20,1.155556
5344,0.38,77,27,14,13,1.030864
5345,0.38,77,25,14,11,1.06
5346,0.38,77,25,16,9,1.06
5347,0.87,77,29,13,16,1.08046
5348,0.38,77,28,13,15,1.047619
5349,0.38,77,30,16,14,1.066667
5350,0.95,77,28,8,20,1.279762
5351,0.38,77,26,14,12,1.032051
5352,0.87,77,30,13,17,1.083333
5353,0.38,77,30,16,14,1.05
5354,0.38,77,30,17,13,1.0
5355,0.38,77,27,14,13,1.074074
5356,0.38,77,31,15,16,1.0
5357,0.38,77,27,12,15,1.037037
5358,0.87,77,27,12,15,1.074074
5359,0.38,77,30,12,18,1.033333
5360,0.38,77,27,15,12,1.037037
5361,0.38,77,28,15,13,1.047619
5362,0.38,77,29,15,14,1.086207
5363,0.38,77,29,14,15,1.0
5364,0.38,77,33,15,18,1.055556
5365,0.33,77,33,19,14,1.040404
5366,0.87,77,30,12,18,1.061111
5367,0.38,77,29,13,16,1.0
5368,0.38,77,24,10,14,1.041667
5369,0.38,77,21,9,12,1.047619
5370,0.38,77,25,13,12,1.053333
5371,0.38,77,27,14,13,1.037037
5372,0.33,77,23,14,9,1.057971
5373,0.38,77,25,12,13,1.073333
5374,0.38,77,31,18,13,1.064516
5375,0.38,77,26,12,14,1.096154
5376,0.38,77,24,12,12,1.083333
5377,0.38,77,31,15,16,1.010753
5378,0.38,77,27,14,13,1.012346
5379,0.33,77,29,17,12,1.08046
5380,0.01,77,33,19,14,1.090909
5381,0.38,77,30,17,13,1.05
5382,0.38,77,28,17,11,1.053571
5383,0.01,77,29,22,7,1.034483
5384,0.38,77,29,14,15,1.034483
5385,0.38,77,31,13,18,1.048387
5386,0.95,77,32,13,19,1.213542
5387,0.87,77,29,8,21,1.149425
5388,0.87,77,25,13,12,1.073333
5389,0.38,77,30,18,12,1.011111
5390,0.38,77,29,14,15,1.051724
5391,0.38,77,31,19,12,1.075269
5392,0.38,77,29,15,14,1.086207
5393,0.38,77,27,13,14,1.0
5394,0.38,77,24,13,11,1.041667
5395,0.38,77,25,16,9,1.133333
5396,0.95,77,27,12,15,1.197531
5397,0.87,77,30,14,16,1.061111
5398,0.01,77,26,17,9,1.128205
5399,0.38,77,28,15,13,1.011905
5400,0.38,77,24,11,13,1.041667
5401,0.95,77,27,11,16,1.216049
5402,0.33,77,32,16,16,1.072917
5403,0.38,77,27,14,13,1.055556
5404,0.38,77,21,8,13,1.0
5405,0.38,77,24,8,16,1.0
5406,0.38,77,28,11,17,1.035714
5407,0.38,77,30,17,13,1.066667
5408,0.38,77,32,19,13,1.072917
5409,0.38,77,29,15,14,1.034483
5410,0.38,77,33,19,14,1.10101
5411,0.38,77,26,12,14,1.0
5412,0.01,77,27,19,8,1.012346
5413,0.95,77,29,6,23,1.189655
5414,0.87,77,28,8,20,1.172619
5415,0.01,77,29,19,10,1.114943
5416,0.87,77,27,12,15,1.098765
5417,0.38,77,26,13,13,1.057692
5418,0.38,77,28,16,12,1.107143
5419,0.87,77,27,11,16,1.179012
5420,0.38,77,30,13,17,1.044444
5421,0.01,77,24,14,10,1.166667
5422,0.95,77,30,9,21,1.227778
5423,0.38,77,27,14,13,1.055556
5424,0.95,77,29,11,18,1.172414
5425,0.33,77,28,14,14,1.0
5426,0.38,77,31,15,16,1.026882
5427,0.38,77,26,14,12,1.076923
5428,0.38,77,24,13,11,1.076389
5429,0.38,77,21,12,9,1.015873
5430,0.84,77,33,10,23,1.111111
5431,0.33,77,28,13,15,1.0
5432,0.01,77,28,15,13,1.119048
5433,0.38,77,27,19,8,1.012346
5434,0.38,77,29,14,15,1.051724
5435,0.38,77,27,10,17,1.037037
5436,0.38,77,27,15,12,1.055556
5437,0.38,77,31,15,16,1.048387
5438,0.95,77,24,5,19,1.263889
5439,0.38,77,30,14,16,1.061111
5440,0.38,77,25,11,14,1.073333
5441,0.33,77,31,20,11,1.096774
5442,0.38,77,27,14,13,1.092593
5443,0.38,77,33,15,18,1.060606
5444,0.38,77,28,15,13,1.071429
5445,0.38,77,27,15,12,1.074074
5446,0.38,77,28,12,16,1.089286
5447,0.38,77,27,14,13,1.030864
5448,0.87,77,26,8,18,1.147436
5449,0.38,77,33,17,16,1.025253
5450,0.01,77,28,17,11,1.029762
5451,0.38,77,26,14,12,1.076923
5452,0.38,77,24,15,9,1.0
5453,0.38,77,29,14,15,1.034483
5454,0.87,77,28,12,16,1.059524
5455,0.87,77,32,14,18,1.140625
5456,0.38,77,28,13,15,1.017857
5457,0.38,77,30,17,13,1.061111
5458,0.87,77,27,14,13,1.08642
5459,0.38,77,25,14,11,1.02
5460,0.87,77,31,13,18,1.048387
5461,0.38,77,28,13,15,1.053571
5462,0.87,77,28,14,14,1.208333
5463,0.33,77,28,10,18,1.071429
5464,0.01,77,29,17,12,1.12069
5465,0.38,77,26,15,11,1.089744
5466,0.01,77,28,13,15,1.119048
5467,0.38,77,33,14,19,1.060606
5468,0.38,77,30,15,15,1.077778
5469,0.38,77,32,21,11,1.03125
5470,0.38,77,28,17,11,1.065476
5471,0.38,77,27,15,12,1.055556
5472,0.38,77,26,10,16,1.057692
5473,0.95,77,30,9,21,1.211111
5474,0.95,77,30,10,20,1.183333
5475,0.38,77,30,13,17,1.05
5476,0.38,77,27,15,12,1.030864
5477,0.38,77,28,14,14,1.047619
5478,0.38,77,31,12,19,1.026882
5479,0.38,77,32,14,18,1.015625
5480,0.87,77,26,9,17,1.089744
5481,0.38,77,26,12,14,1.038462
5482,0.38,77,25,13,12,1.04
5483,0.38,77,26,16,10,1.057692
5484,0.38,77,31,17,14,1.091398
5485,0.38,77,32,18,14,1.078125
5486,0.87,77,27,13,14,1.030864
5487,0.87,77,28,14,14,1.160714
5488,0.38,77,24,14,10,1.034722
5489,0.38,77,28,13,15,1.053571
5490,0.95,77,30,12,18,1.205556
5491,0.38,77,27,14,13,1.012346
5492,0.38,77,32,14,18,1.046875
5493,0.38,77,33,14,19,1.045455
5494,0.38,77,27,13,14,1.074074
5495,0.38,77,27,12,15,1.037037
5496,0.38,77,23,10,13,1.021739
5497,0.87,77,26,9,17,1.108974
5498,0.01,77,21,13,8,1.166667
5499,0.87,77,28,10,18,1.047619
5500,0.38,77,26,10,16,1.038462
5501,0.87,77,28,16,12,1.089286
5502,0.87,77,29,7,22,1.08046
5503,0.95,77,27,7,20,1.160494
5504,0.38,77,28,14,14,1.035714
5505,0.38,77,28,18,10,1.0
5506,0.87,77,27,9,18,1.179012
5507,0.38,77,26,8,18,1.051282
5508,0.38,77,31,16,15,1.043011
5509,0.38,77,29,17,12,1.097701
5510,0.87,77,28,11,17,1.107143
5511,0.33,77,31,19,12,1.091398
5512,0.01,77,31,20,11,1.0
5513,0.38,77,27,13,14,1.037037
5514,0.87,77,28,12,16,1.14881
5515,0.38,77,24,13,11,1.020833
5516,0.38,77,24,9,15,1.020833
5517,0.01,77,30,20,10,1.111111
5518,0.38,77,26,15,11,1.076923
5519,0.01,77,28,18,10,1.125
5520,0.38,77,28,16,12,1.017857
5521,0.38,77,27,17,10,1.012346
5522,0.38,77,31,18,13,1.0
5523,0.87,77,28,7,21,1.10119
5524,0.38,77,30,11,19,1.033333
5525,0.38,77,28,10,18,1.035714
5526,0.84,77,30,10,20,1.194444
5527,0.01,77,31,21,10,1.043011
5528,0.38,77,26,14,12,1.032051
5529,0.38,77,27,17,10,1.08642
5530,0.84,77,33,15,18,1.025253
5531,0.38,77,27,12,15,1.018519
5532,0.38,77,28,14,14,1.065476
5533,0.38,77,25,11,14,1.06
5534,0.38,77,29,18,11,1.017241
5535,0.38,77,29,12,17,1.017241
5536,0.87,77,27,13,14,1.222222
5537,0.87,77,29,12,17,1.132184
5538,0.87,77,28,10,18,1.119048
5539,0.95,77,31,14,17,1.209677
5540,0.95,77,29,7,22,1.109195
5541,0.87,77,30,8,22,1.077778
5542,0.38,77,27,17,10,1.123457
5543,0.38,77,34,18,16,1.014706
5544,0.38,77,32,18,14,1.072917
5545,0.95,77,24,10,14,1.138889
5546,0.38,77,30,14,16,1.094444
5547,0.95,77,28,8,20,1.315476
5548,0.38,77,30,16,14,1.044444
5549,0.33,77,29,13,16,1.045977
5550,0.38,77,29,13,16,1.063218
5551,0.38,77,30,18,12,1.011111
5552,0.38,77,25,14,11,1.053333
5553,0.87,77,29,13,16,1.086207
5554,0.01,77,34,19,15,1.029412
5555,0.38,77,30,17,13,1.083333
5556,0.38,77,26,13,13,1.019231
5557,0.87,77,31,12,19,1.134409
5558,0.38,77,25,12,13,1.073333
5559,0.38,77,34,20,14,1.088235
5560,0.01,77,27,16,11,1.12963
5561,0.38,77,30,14,16,1.05
5562,0.95,77,29,8,21,1.149425
5563,0.87,77,30,9,21,1.066667
5564,0.38,77,32,19,13,1.046875
5565,0.38,77,28,10,18,1.071429
5566,0.33,77,30,14,16,1.0
5567,0.38,77,30,16,14,1.066667
5568,0.01,77,36,22,14,1.097222
5569,0.01,77,23,14,9,1.152174
5570,0.38,77,30,11,19,1.033333
5571,0.38,77,31,13,18,1.064516
5572,0.38,77,30,14,16,1.033333
5573,0.38,77,21,11,10,1.063492
5574,0.38,77,26,14,12,1.0
5575,0.38,77,28,16,12,1.035714
5576,0.38,77,33,16,17,1.060606
5577,0.38,77,34,16,18,1.029412
5578,0.33,77,29,17,12,1.063218
5579,0.01,77,30,20,10,1.111111
5580,0.38,77,30,13,17,1.05
5581,0.38,77,26,11,15,1.070513
5582,0.01,77,31,18,13,1.112903
5583,0.38,77,31,15,16,1.032258
5584,0.38,77,28,13,15,1.035714
5585,0.38,77,33,11,22,1.055556
5586,0.38,77,24,12,12,1.0
5587,0.38,77,30,14,16,1.027778
5588,0.38,77,28,16,12,1.053571
5589,0.38,77,29,17,12,1.045977
5590,0.87,77,31,13,18,1.139785
5591,0.38,77,30,18,12,1.05
5592,0.38,77,28,12,16,1.065476
5593,0.38,77,30,15,15,1.044444
5594,0.87,77,32,11,21,1.098958
5595,0.38,77,29,20,9,1.063218
5596,0.87,77,28,11,17,1.130952
5597,0.33,77,29,15,14,1.017241
5598,0.38,77,31,14,17,1.016129
5599,0.38,77,30,15,15,1.111111
5600,0.01,77,30,18,12,1.111111
5601,0.87,77,31,16,15,1.112903
5602,0.38,77,34,13,21,1.068627
5603,0.87,77,30,10,20,1.105556
5604,0.01,77,29,17,12,1.011494
5605,0.01,77,25,16,9,1.133333
5606,0.95,77,34,12,22,1.181373
5607,0.01,77,24,16,8,1.125
5608,0.38,77,30,15,15,1.016667
5609,0.84,77,31,15,16,1.053763
5610,0.38,77,25,11,14,1.013333
5611,0.87,77,25,6,19,1.153333
5612,0.95,77,30,9,21,1.077778
5613,0.38,77,26,11,15,1.057692
5614,0.38,77,27,16,11,1.037037
5615,0.38,77,25,15,10,1.073333
5616,0.33,77,31,17,14,1.05914
5617,0.38,77,27,14,13,1.074074
5618,0.38,77,22,11,11,1.060606
5619,0.38,77,35,16,19,1.028571
5620,0.38,77,33,14,19,1.055556
5621,0.38,77,33,19,14,1.025253
5622,0.38,77,30,13,17,1.066667
5623,0.38,77,28,14,14,1.0
5624,0.95,77,25,8,17,1.08
5625,0.38,77,29,13,16,1.068966
5626,0.38,77,30,15,15,1.061111
5627,0.38,77,24,12,12,1.041667
5628,0.38,77,25,16,9,1.06
5629,0.38,77,33,21,12,1.025253
5630,0.95,77,30,8,22,1.161111
5631,0.38,77,29,14,15,1.028736
5632,0.38,77,27,13,14,1.055556
5633,0.33,77,24,13,11,1.0
5634,0.38,77,28,15,13,1.089286
5635,0.38,77,31,15,16,1.026882
5636,0.87,77,28,9,19,1.160714
5637,0.87,77,22,10,12,1.151515
5638,0.38,77,27,17,10,1.0
5639,0.01,77,30,20,10,1.116667
5640,0.87,77,28,9,19,1.125
5641,0.87,77,25,9,16,1.12
5642,0.38,77,28,15,13,1.035714
5643,0.87,77,30,12,18,1.122222
5644,0.38,77,28,13,15,1.047619
5645,0.87,77,26,10,16,1.153846
5646,0.33,77,27,17,10,1.067901
5647,0.38,77,29,13,16,1.034483
5648,0.95,77,29,9,20,1.252874
5649,0.38,77,26,13,13,1.0
5650,0.38,77,27,13,14,1.049383
5651,0.38,77,33,15,18,1.085859
5652,0.38,77,29,17,12,1.0
5653,0.38,77,29,16,13,1.034483
5654,0.38,77,28,15,13,1.053571
5655,0.01,77,31,19,12,1.096774
5656,0.38,77,24,11,13,1.0
5657,0.01,77,30,17,13,1.0
5658,0.87,77,25,7,18,1.22
5659,0.38,77,29,14,15,1.017241
5660,0.38,77,29,16,13,1.068966
5661,0.87,77,30,11,19,1.155556
5662,0.84,77,29,11,18,1.206897
5663,0.38,77,27,8,19,1.049383
5664,0.38,77,27,17,10,1.012346
5665,0.38,77,31,15,16,1.026882
5666,0.01,77,25,17,8,1.133333
5667,0.87,77,33,11,22,1.10101
5668,0.87,77,25,9,16,1.053333
5669,0.38,77,36,16,20,1.078704
5670,0.87,77,23,7,16,1.152174
5671,0.84,77,25,9,16,1.093333
5672,0.87,77,28,10,18,1.119048
5673,0.87,77,31,11,20,1.123656
5674,0.01,77,32,17,15,1.010417
5675,0.38,77,27,14,13,1.092593
5676,0.33,77,30,20,10,1.033333
5677,0.38,77,26,12,14,1.070513
5678,0.38,77,29,12,17,1.045977
5679,0.38,77,27,14,13,1.067901
5680,0.38,77,28,16,12,1.029762
5681,0.38,77,30,16,14,1.066667
5682,0.38,77,28,18,10,1.029762
5683,0.01,77,28,17,11,1.107143
5684,0.38,77,29,17,12,1.045977
5685,0.38,77,26,14,12,1.076923
5686,0.01,77,27,19,8,1.141975
5687,0.38,77,35,16,19,1.071429
5688,0.95,77,28,10,18,1.190476
5689,0.38,77,28,15,13,1.053571
5690,0.38,77,27,12,15,1.104938
5691,0.38,77,33,14,19,1.010101
5692,0.38,77,29,15,14,1.063218
5693,0.95,77,27,8,19,1.228395
5694,0.38,77,31,16,15,1.048387
5695,0.38,77,29,16,13,1.068966
5696,0.95,77,31,8,23,1.193548
5697,0.38,77,27,14,13,1.067901
5698,0.38,77,27,13,14,1.074074
5699,0.38,77,22,14,8,1.068182
5700,0.38,77,28,15,13,1.0
5701,0.38,77,25,10,15,1.093333
5702,0.38,77,26,11,15,1.0
5703,0.38,77,26,10,16,1.051282
5704,0.38,77,29,15,14,1.063218
5705,0.38,77,30,18,12,1.016667
5706,0.38,77,27,13,14,1.018519
5707,0.95,77,26,8,18,1.192308
5708,0.87,77,33,12,21,1.111111
5709,0.95,77,25,10,15,1.133333
5710,0.38,77,33,16,17,1.040404
5711,0.33,77,24,14,10,1.0625
5712,0.38,77,28,14,14,1.047619
5713,0.38,77,29,13,16,1.051724
5714,0.38,77,26,13,13,1.032051
5715,0.38,77,30,14,16,1.061111
5716,0.87,77,28,11,17,1.154762
5717,0.33,77,29,16,13,1.034483
5718,0.38,77,28,13,15,1.089286
5719,0.38,77,28,15,13,1.053571
5720,0.38,77,32,18,14,1.041667
5721,0.38,77,30,15,15,1.016667
5722,0.38,77,31,15,16,1.026882
5723,0.38,77,33,15,18,1.045455
5724,0.38,77,26,16,10,1.070513
5725,0.38,77,26,9,17,1.070513
5726,0.38,77,30,12,18,1.066667
