old_path	new_path	reason
results/figures/demo_wave11_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave11_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave120_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave120_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave121_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave121_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave122_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave122_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave123_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave123_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave124_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave124_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave125_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave125_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave126_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave126_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave127_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave127_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave128_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave128_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave129_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave129_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave12_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave12_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave130_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave130_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave131_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave131_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave132_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave132_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave133_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave133_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave134_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave134_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave135_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave135_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave136_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave136_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave137_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave137_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave138_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave138_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave139_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave139_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave13_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave13_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave140_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave140_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave141_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave141_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave142_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave142_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave143_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave143_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave144_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave144_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave145_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave145_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave146_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave146_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave147_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave147_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave148_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave148_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave149_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave149_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave14_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave14_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave150_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave150_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave151_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave151_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave152_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave152_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave153_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave153_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave154_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave154_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave155_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave155_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave156_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave156_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave157_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave157_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave158_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave158_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave159_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave159_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave15_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave15_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave160_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave160_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave161_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave161_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave162_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave162_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave163_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave163_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave164_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave164_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave16_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave16_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave17_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave17_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave18_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave18_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave19_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave19_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave20_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave20_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave21_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave21_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave22_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave22_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave23_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave23_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave24_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave24_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave25_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave25_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave26_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave26_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave27_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave27_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave28_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave28_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave29_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave29_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave30_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave30_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave31_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave31_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave32_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave32_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave33_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave33_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave34_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave34_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave35_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave35_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave36_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave36_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave37_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave37_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave38_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave38_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave39_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave39_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave40_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave40_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave41_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave41_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave42_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave42_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave43_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave43_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave44_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave44_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave45_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave45_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave46_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave46_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave47_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave47_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave48_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave48_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave49_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave49_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave50_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave50_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave51_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave51_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave52_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave52_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave53_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave53_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave54_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave54_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave55_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave55_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave56_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave56_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave57_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave57_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave58_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave58_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave59_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave59_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave5_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave5_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave60_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave60_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave61_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave61_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave62_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave62_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave63_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave63_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave64_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave64_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave65_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave65_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave66_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave66_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave67_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave67_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave68_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave68_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave69_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave69_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave6_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave6_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave70_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave70_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave71_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave71_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave72_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave72_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave73_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave73_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave74_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave74_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave75_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave75_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave76_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave76_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave77_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave77_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave78_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave78_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave79_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave79_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave7_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave7_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave80_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave80_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave81_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave81_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave82_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave82_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave83_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave83_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave84_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave84_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave85_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave85_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave86_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave86_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave87_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave87_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave88_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave88_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave89_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave89_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave8_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave8_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave90_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave90_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave91_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave91_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave92_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave92_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave93_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave93_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave94_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave94_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave95_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave95_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave96_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave96_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave97_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave97_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave98_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave98_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave99_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave99_presentation_writeback.md	historical demo presentation writeback
results/figures/demo_wave9_presentation_writeback.md	results/figures/archive/demo-presentations/demo_wave9_presentation_writeback.md	historical demo presentation writeback
results/figures/cascade_benchmark_checklist.md	results/figures/archive/bridge-checklists/cascade_benchmark_checklist.md	historical bridge/checklist artifact
results/figures/demo_storyboard_review_pass_advance_bridge_checklist.md	results/figures/archive/bridge-checklists/demo_storyboard_review_pass_advance_bridge_checklist.md	historical bridge/checklist artifact
results/figures/demo_storyboard_review_pass_completion_summary_bridge_checklist.md	results/figures/archive/bridge-checklists/demo_storyboard_review_pass_completion_summary_bridge_checklist.md	historical bridge/checklist artifact
results/figures/demo_storyboard_review_pass_continue_bridge_checklist.md	results/figures/archive/bridge-checklists/demo_storyboard_review_pass_continue_bridge_checklist.md	historical bridge/checklist artifact
results/figures/demo_storyboard_review_pass_status_bridge_checklist.md	results/figures/archive/bridge-checklists/demo_storyboard_review_pass_status_bridge_checklist.md	historical bridge/checklist artifact
results/figures/demo_walkthrough_review_pass_completion_summary_bridge_checklist.md	results/figures/archive/bridge-checklists/demo_walkthrough_review_pass_completion_summary_bridge_checklist.md	historical bridge/checklist artifact
results/figures/demo_walkthrough_review_pass_continue_bridge_checklist.md	results/figures/archive/bridge-checklists/demo_walkthrough_review_pass_continue_bridge_checklist.md	historical bridge/checklist artifact
results/figures/demo_walkthrough_review_pass_final_bridge_checklist.md	results/figures/archive/bridge-checklists/demo_walkthrough_review_pass_final_bridge_checklist.md	historical bridge/checklist artifact
results/figures/demo_walkthrough_review_pass_status_bridge_checklist.md	results/figures/archive/bridge-checklists/demo_walkthrough_review_pass_status_bridge_checklist.md	historical bridge/checklist artifact
results/figures/external_validation_checklist.md	results/figures/archive/bridge-checklists/external_validation_checklist.md	historical bridge/checklist artifact
results/figures/external_validation_license_confirmation_receipt_bridge_checklist.md	results/figures/archive/bridge-checklists/external_validation_license_confirmation_receipt_bridge_checklist.md	historical bridge/checklist artifact
results/figures/external_validation_license_confirmation_scaffold_bridge_checklist.md	results/figures/archive/bridge-checklists/external_validation_license_confirmation_scaffold_bridge_checklist.md	historical bridge/checklist artifact
results/figures/external_validation_license_gate_bridge_checklist.md	results/figures/archive/bridge-checklists/external_validation_license_gate_bridge_checklist.md	historical bridge/checklist artifact
results/figures/external_validation_slice_manifest_bridge_checklist.md	results/figures/archive/bridge-checklists/external_validation_slice_manifest_bridge_checklist.md	historical bridge/checklist artifact
results/figures/external_validation_slice_staging_execution_status_bridge_checklist.md	results/figures/archive/bridge-checklists/external_validation_slice_staging_execution_status_bridge_checklist.md	historical bridge/checklist artifact
results/figures/external_validation_slice_staging_handoff_receipt_readiness_bridge_checklist.md	results/figures/archive/bridge-checklists/external_validation_slice_staging_handoff_receipt_readiness_bridge_checklist.md	historical bridge/checklist artifact
results/figures/external_validation_slice_staging_handoff_receipt_scaffold_bridge_checklist.md	results/figures/archive/bridge-checklists/external_validation_slice_staging_handoff_receipt_scaffold_bridge_checklist.md	historical bridge/checklist artifact
results/figures/external_validation_slice_staging_readiness_bridge_checklist.md	results/figures/archive/bridge-checklists/external_validation_slice_staging_readiness_bridge_checklist.md	historical bridge/checklist artifact
results/figures/external_validation_slice_staging_readiness_handoff_bridge_checklist.md	results/figures/archive/bridge-checklists/external_validation_slice_staging_readiness_handoff_bridge_checklist.md	historical bridge/checklist artifact
results/figures/frontier_coordination_checklist.md	results/figures/archive/bridge-checklists/frontier_coordination_checklist.md	historical bridge/checklist artifact
results/figures/frontier_execution_queue_checklist.md	results/figures/archive/bridge-checklists/frontier_execution_queue_checklist.md	historical bridge/checklist artifact
results/figures/frontier_execution_queue_completion_dashboard_bridge_checklist.md	results/figures/archive/bridge-checklists/frontier_execution_queue_completion_dashboard_bridge_checklist.md	historical bridge/checklist artifact
results/figures/frontier_execution_queue_completion_summary_bridge_checklist.md	results/figures/archive/bridge-checklists/frontier_execution_queue_completion_summary_bridge_checklist.md	historical bridge/checklist artifact
results/figures/frontier_execution_queue_handoff_bridge_checklist.md	results/figures/archive/bridge-checklists/frontier_execution_queue_handoff_bridge_checklist.md	historical bridge/checklist artifact
results/figures/frontier_execution_queue_handoff_packet_bridge_checklist.md	results/figures/archive/bridge-checklists/frontier_execution_queue_handoff_packet_bridge_checklist.md	historical bridge/checklist artifact
results/figures/frontier_execution_queue_milestone_bridge_checklist.md	results/figures/archive/bridge-checklists/frontier_execution_queue_milestone_bridge_checklist.md	historical bridge/checklist artifact
results/figures/frontier_execution_queue_phase_checkpoint_bridge_checklist.md	results/figures/archive/bridge-checklists/frontier_execution_queue_phase_checkpoint_bridge_checklist.md	historical bridge/checklist artifact
results/figures/frontier_execution_queue_receipt_readiness_bridge_checklist.md	results/figures/archive/bridge-checklists/frontier_execution_queue_receipt_readiness_bridge_checklist.md	historical bridge/checklist artifact
results/figures/frontier_execution_queue_runbook_bridge_checklist.md	results/figures/archive/bridge-checklists/frontier_execution_queue_runbook_bridge_checklist.md	historical bridge/checklist artifact
